audio,etiqueta,nombre
data\outputA\LA_E_1841533_2s.flac,spoof,LA_E_1841533
data\outputA\LA_E_1841540_2s.flac,spoof,LA_E_1841540
data\outputA\LA_E_1842030_2s.flac,spoof,LA_E_1842030
data\outputA\LA_E_1842158_2s.flac,spoof,LA_E_1842158
data\outputA\LA_E_1842197_2s.flac,spoof,LA_E_1842197
data\outputA\LA_E_1842297_2s.flac,spoof,LA_E_1842297
data\outputA\LA_E_1842384_2s.flac,spoof,LA_E_1842384
data\outputA\LA_E_1842475_2s.flac,spoof,LA_E_1842475
data\outputA\LA_E_1842525_2s.flac,spoof,LA_E_1842525
data\outputA\LA_E_1842590_2s.flac,bonafide,LA_E_1842590
data\outputA\LA_E_1842840_2s.flac,bonafide,LA_E_1842840
data\outputA\LA_E_1842903_2s.flac,spoof,LA_E_1842903
data\outputA\LA_E_1843084_2s.flac,spoof,LA_E_1843084
data\outputA\LA_E_1843256_2s.flac,spoof,LA_E_1843256
data\outputA\LA_E_1843482_2s.flac,spoof,LA_E_1843482
data\outputA\LA_E_1843612_2s.flac,spoof,LA_E_1843612
data\outputA\LA_E_1843810_2s.flac,spoof,LA_E_1843810
data\outputA\LA_E_1844019_2s.flac,spoof,LA_E_1844019
data\outputA\LA_E_1844248_2s.flac,spoof,LA_E_1844248
data\outputA\LA_E_1844271_2s.flac,spoof,LA_E_1844271
data\outputA\LA_E_1844295_2s.flac,spoof,LA_E_1844295
data\outputA\LA_E_1844367_2s.flac,spoof,LA_E_1844367
data\outputA\LA_E_1844642_2s.flac,bonafide,LA_E_1844642
data\outputA\LA_E_1844651_2s.flac,spoof,LA_E_1844651
data\outputA\LA_E_1844725_2s.flac,spoof,LA_E_1844725
data\outputA\LA_E_1844774_2s.flac,spoof,LA_E_1844774
data\outputA\LA_E_1844895_2s.flac,spoof,LA_E_1844895
data\outputA\LA_E_1844922_2s.flac,spoof,LA_E_1844922
data\outputA\LA_E_1845030_2s.flac,bonafide,LA_E_1845030
data\outputA\LA_E_1845235_2s.flac,spoof,LA_E_1845235
data\outputA\LA_E_1845323_2s.flac,spoof,LA_E_1845323
data\outputA\LA_E_1845357_2s.flac,bonafide,LA_E_1845357
data\outputA\LA_E_1845424_2s.flac,spoof,LA_E_1845424
data\outputA\LA_E_1845474_2s.flac,spoof,LA_E_1845474
data\outputA\LA_E_1845496_2s.flac,spoof,LA_E_1845496
data\outputA\LA_E_1845643_2s.flac,bonafide,LA_E_1845643
data\outputA\LA_E_1845817_2s.flac,spoof,LA_E_1845817
data\outputA\LA_E_1846019_2s.flac,spoof,LA_E_1846019
data\outputA\LA_E_1846163_2s.flac,spoof,LA_E_1846163
data\outputA\LA_E_1846363_2s.flac,spoof,LA_E_1846363
data\outputA\LA_E_1846648_2s.flac,bonafide,LA_E_1846648
data\outputA\LA_E_1846711_2s.flac,spoof,LA_E_1846711
data\outputA\LA_E_1846767_2s.flac,spoof,LA_E_1846767
data\outputA\LA_E_1846809_2s.flac,spoof,LA_E_1846809
data\outputA\LA_E_1847193_2s.flac,bonafide,LA_E_1847193
data\outputA\LA_E_1847374_2s.flac,spoof,LA_E_1847374
data\outputA\LA_E_1848032_2s.flac,spoof,LA_E_1848032
data\outputA\LA_E_1848417_2s.flac,spoof,LA_E_1848417
data\outputA\LA_E_1848425_2s.flac,spoof,LA_E_1848425
data\outputA\LA_E_1848612_2s.flac,spoof,LA_E_1848612
data\outputA\LA_E_1849119_2s.flac,spoof,LA_E_1849119
data\outputA\LA_E_1849413_2s.flac,spoof,LA_E_1849413
data\outputA\LA_E_1849740_2s.flac,spoof,LA_E_1849740
data\outputA\LA_E_1849760_2s.flac,spoof,LA_E_1849760
data\outputA\LA_E_1849850_2s.flac,spoof,LA_E_1849850
data\outputA\LA_E_1850220_2s.flac,spoof,LA_E_1850220
data\outputA\LA_E_1850336_2s.flac,spoof,LA_E_1850336
data\outputA\LA_E_1850362_2s.flac,spoof,LA_E_1850362
data\outputA\LA_E_1850572_2s.flac,spoof,LA_E_1850572
data\outputA\LA_E_1850708_2s.flac,spoof,LA_E_1850708
data\outputA\LA_E_1850807_2s.flac,spoof,LA_E_1850807
data\outputA\LA_E_1850878_2s.flac,bonafide,LA_E_1850878
data\outputA\LA_E_1850895_2s.flac,spoof,LA_E_1850895
data\outputA\LA_E_1851122_2s.flac,spoof,LA_E_1851122
data\outputA\LA_E_1851135_2s.flac,spoof,LA_E_1851135
data\outputA\LA_E_1851272_2s.flac,spoof,LA_E_1851272
data\outputA\LA_E_1851299_2s.flac,spoof,LA_E_1851299
data\outputA\LA_E_1851992_2s.flac,spoof,LA_E_1851992
data\outputA\LA_E_1852141_2s.flac,spoof,LA_E_1852141
data\outputA\LA_E_1852229_2s.flac,spoof,LA_E_1852229
data\outputA\LA_E_1852257_2s.flac,spoof,LA_E_1852257
data\outputA\LA_E_1852268_2s.flac,spoof,LA_E_1852268
data\outputA\LA_E_1852405_2s.flac,bonafide,LA_E_1852405
data\outputA\LA_E_1852586_2s.flac,spoof,LA_E_1852586
data\outputA\LA_E_1852891_2s.flac,spoof,LA_E_1852891
data\outputA\LA_E_1853078_2s.flac,spoof,LA_E_1853078
data\outputA\LA_E_1853102_2s.flac,spoof,LA_E_1853102
data\outputA\LA_E_1853160_2s.flac,bonafide,LA_E_1853160
data\outputA\LA_E_1853170_2s.flac,spoof,LA_E_1853170
data\outputA\LA_E_1853330_2s.flac,spoof,LA_E_1853330
data\outputA\LA_E_1853339_2s.flac,spoof,LA_E_1853339
data\outputA\LA_E_1853588_2s.flac,spoof,LA_E_1853588
data\outputA\LA_E_1853735_2s.flac,spoof,LA_E_1853735
data\outputA\LA_E_1853804_2s.flac,spoof,LA_E_1853804
data\outputA\LA_E_1853829_2s.flac,bonafide,LA_E_1853829
data\outputA\LA_E_1853853_2s.flac,spoof,LA_E_1853853
data\outputA\LA_E_1853871_2s.flac,spoof,LA_E_1853871
data\outputA\LA_E_1853919_2s.flac,bonafide,LA_E_1853919
data\outputA\LA_E_1854095_2s.flac,spoof,LA_E_1854095
data\outputA\LA_E_1854295_2s.flac,bonafide,LA_E_1854295
data\outputA\LA_E_1854298_2s.flac,spoof,LA_E_1854298
data\outputA\LA_E_1854381_2s.flac,bonafide,LA_E_1854381
data\outputA\LA_E_1854653_2s.flac,spoof,LA_E_1854653
data\outputA\LA_E_1855105_2s.flac,spoof,LA_E_1855105
data\outputA\LA_E_1855396_2s.flac,spoof,LA_E_1855396
data\outputA\LA_E_1855438_2s.flac,bonafide,LA_E_1855438
data\outputA\LA_E_1855506_2s.flac,spoof,LA_E_1855506
data\outputA\LA_E_1855739_2s.flac,spoof,LA_E_1855739
data\outputA\LA_E_1855861_2s.flac,spoof,LA_E_1855861
data\outputA\LA_E_1855878_2s.flac,spoof,LA_E_1855878
data\outputA\LA_E_1855970_2s.flac,spoof,LA_E_1855970
data\outputA\LA_E_1855992_2s.flac,spoof,LA_E_1855992
data\outputA\LA_E_1856084_2s.flac,spoof,LA_E_1856084
data\outputA\LA_E_1856229_2s.flac,spoof,LA_E_1856229
data\outputA\LA_E_1856311_2s.flac,spoof,LA_E_1856311
data\outputA\LA_E_1856448_2s.flac,spoof,LA_E_1856448
data\outputA\LA_E_1856467_2s.flac,spoof,LA_E_1856467
data\outputA\LA_E_1856597_2s.flac,spoof,LA_E_1856597
data\outputA\LA_E_1856846_2s.flac,spoof,LA_E_1856846
data\outputA\LA_E_1856915_2s.flac,spoof,LA_E_1856915
data\outputA\LA_E_1856942_2s.flac,spoof,LA_E_1856942
data\outputA\LA_E_1857049_2s.flac,spoof,LA_E_1857049
data\outputA\LA_E_1857184_2s.flac,spoof,LA_E_1857184
data\outputA\LA_E_1857230_2s.flac,spoof,LA_E_1857230
data\outputA\LA_E_1857308_2s.flac,spoof,LA_E_1857308
data\outputA\LA_E_1857369_2s.flac,spoof,LA_E_1857369
data\outputA\LA_E_1857486_2s.flac,spoof,LA_E_1857486
data\outputA\LA_E_1857724_2s.flac,spoof,LA_E_1857724
data\outputA\LA_E_1857859_2s.flac,bonafide,LA_E_1857859
data\outputA\LA_E_1857890_2s.flac,spoof,LA_E_1857890
data\outputA\LA_E_1858140_2s.flac,spoof,LA_E_1858140
data\outputA\LA_E_1858284_2s.flac,bonafide,LA_E_1858284
data\outputA\LA_E_1858420_2s.flac,spoof,LA_E_1858420
data\outputA\LA_E_1858493_2s.flac,bonafide,LA_E_1858493
data\outputA\LA_E_1858495_2s.flac,spoof,LA_E_1858495
data\outputA\LA_E_1859151_2s.flac,spoof,LA_E_1859151
data\outputA\LA_E_1859173_2s.flac,spoof,LA_E_1859173
data\outputA\LA_E_1859325_2s.flac,spoof,LA_E_1859325
data\outputA\LA_E_1859405_2s.flac,spoof,LA_E_1859405
data\outputA\LA_E_1859641_2s.flac,spoof,LA_E_1859641
data\outputA\LA_E_1859805_2s.flac,spoof,LA_E_1859805
data\outputA\LA_E_1860081_2s.flac,bonafide,LA_E_1860081
data\outputA\LA_E_1860228_2s.flac,bonafide,LA_E_1860228
data\outputA\LA_E_1860358_2s.flac,bonafide,LA_E_1860358
data\outputA\LA_E_1860685_2s.flac,spoof,LA_E_1860685
data\outputA\LA_E_1861012_2s.flac,bonafide,LA_E_1861012
data\outputA\LA_E_1861081_2s.flac,spoof,LA_E_1861081
data\outputA\LA_E_1861174_2s.flac,spoof,LA_E_1861174
data\outputA\LA_E_1861568_2s.flac,spoof,LA_E_1861568
data\outputA\LA_E_1861723_2s.flac,spoof,LA_E_1861723
data\outputA\LA_E_1861769_2s.flac,spoof,LA_E_1861769
data\outputA\LA_E_1861793_2s.flac,spoof,LA_E_1861793
data\outputA\LA_E_1861825_2s.flac,spoof,LA_E_1861825
data\outputA\LA_E_1861942_2s.flac,spoof,LA_E_1861942
data\outputA\LA_E_1862416_2s.flac,spoof,LA_E_1862416
data\outputA\LA_E_1862512_2s.flac,spoof,LA_E_1862512
data\outputA\LA_E_1862689_2s.flac,spoof,LA_E_1862689
data\outputA\LA_E_1862809_2s.flac,spoof,LA_E_1862809
data\outputA\LA_E_1862845_2s.flac,spoof,LA_E_1862845
data\outputA\LA_E_1863290_2s.flac,bonafide,LA_E_1863290
data\outputA\LA_E_1863565_2s.flac,spoof,LA_E_1863565
data\outputA\LA_E_1863578_2s.flac,spoof,LA_E_1863578
data\outputA\LA_E_1863695_2s.flac,spoof,LA_E_1863695
data\outputA\LA_E_1863927_2s.flac,spoof,LA_E_1863927
data\outputA\LA_E_1863968_2s.flac,spoof,LA_E_1863968
data\outputA\LA_E_1864004_2s.flac,spoof,LA_E_1864004
data\outputA\LA_E_1864120_2s.flac,spoof,LA_E_1864120
data\outputA\LA_E_1864149_2s.flac,spoof,LA_E_1864149
data\outputA\LA_E_1864260_2s.flac,spoof,LA_E_1864260
data\outputA\LA_E_1864381_2s.flac,spoof,LA_E_1864381
data\outputA\LA_E_1864431_2s.flac,spoof,LA_E_1864431
data\outputA\LA_E_1864582_2s.flac,spoof,LA_E_1864582
data\outputA\LA_E_1864585_2s.flac,spoof,LA_E_1864585
data\outputA\LA_E_1864895_2s.flac,spoof,LA_E_1864895
data\outputA\LA_E_1865185_2s.flac,spoof,LA_E_1865185
data\outputA\LA_E_1865221_2s.flac,bonafide,LA_E_1865221
data\outputA\LA_E_1865268_2s.flac,spoof,LA_E_1865268
data\outputA\LA_E_1865301_2s.flac,bonafide,LA_E_1865301
data\outputA\LA_E_1865322_2s.flac,spoof,LA_E_1865322
data\outputA\LA_E_1865381_2s.flac,spoof,LA_E_1865381
data\outputA\LA_E_1865644_2s.flac,spoof,LA_E_1865644
data\outputA\LA_E_1865904_2s.flac,spoof,LA_E_1865904
data\outputA\LA_E_1866193_2s.flac,spoof,LA_E_1866193
data\outputA\LA_E_1866251_2s.flac,spoof,LA_E_1866251
data\outputA\LA_E_1866262_2s.flac,spoof,LA_E_1866262
data\outputA\LA_E_1866305_2s.flac,spoof,LA_E_1866305
data\outputA\LA_E_1866309_2s.flac,spoof,LA_E_1866309
data\outputA\LA_E_1866397_2s.flac,spoof,LA_E_1866397
data\outputA\LA_E_1866449_2s.flac,spoof,LA_E_1866449
data\outputA\LA_E_1866491_2s.flac,spoof,LA_E_1866491
data\outputA\LA_E_1866677_2s.flac,spoof,LA_E_1866677
data\outputA\LA_E_1866792_2s.flac,spoof,LA_E_1866792
data\outputA\LA_E_1866793_2s.flac,spoof,LA_E_1866793
data\outputA\LA_E_1866818_2s.flac,spoof,LA_E_1866818
data\outputA\LA_E_1866933_2s.flac,spoof,LA_E_1866933
data\outputA\LA_E_1866968_2s.flac,bonafide,LA_E_1866968
data\outputA\LA_E_1866999_2s.flac,spoof,LA_E_1866999
data\outputA\LA_E_1867049_2s.flac,spoof,LA_E_1867049
data\outputA\LA_E_1867177_2s.flac,bonafide,LA_E_1867177
data\outputA\LA_E_1867503_2s.flac,spoof,LA_E_1867503
data\outputA\LA_E_1867673_2s.flac,spoof,LA_E_1867673
data\outputA\LA_E_1867690_2s.flac,spoof,LA_E_1867690
data\outputA\LA_E_1867696_2s.flac,spoof,LA_E_1867696
data\outputA\LA_E_1867802_2s.flac,spoof,LA_E_1867802
data\outputA\LA_E_1867938_2s.flac,spoof,LA_E_1867938
data\outputA\LA_E_1868074_2s.flac,spoof,LA_E_1868074
data\outputA\LA_E_1868173_2s.flac,spoof,LA_E_1868173
data\outputA\LA_E_1868318_2s.flac,spoof,LA_E_1868318
data\outputA\LA_E_1868344_2s.flac,spoof,LA_E_1868344
data\outputA\LA_E_1868517_2s.flac,spoof,LA_E_1868517
data\outputA\LA_E_1868711_2s.flac,spoof,LA_E_1868711
data\outputA\LA_E_1869033_2s.flac,spoof,LA_E_1869033
data\outputA\LA_E_1869068_2s.flac,bonafide,LA_E_1869068
data\outputA\LA_E_1869203_2s.flac,spoof,LA_E_1869203
data\outputA\LA_E_1869209_2s.flac,spoof,LA_E_1869209
data\outputA\LA_E_1869247_2s.flac,bonafide,LA_E_1869247
data\outputA\LA_E_1869279_2s.flac,spoof,LA_E_1869279
data\outputA\LA_E_1869519_2s.flac,spoof,LA_E_1869519
data\outputA\LA_E_1869543_2s.flac,spoof,LA_E_1869543
data\outputA\LA_E_1869761_2s.flac,spoof,LA_E_1869761
data\outputA\LA_E_1870200_2s.flac,spoof,LA_E_1870200
data\outputA\LA_E_1870210_2s.flac,bonafide,LA_E_1870210
data\outputA\LA_E_1870284_2s.flac,spoof,LA_E_1870284
data\outputA\LA_E_1870581_2s.flac,bonafide,LA_E_1870581
data\outputA\LA_E_1870749_2s.flac,spoof,LA_E_1870749
data\outputA\LA_E_1871061_2s.flac,bonafide,LA_E_1871061
data\outputA\LA_E_1871067_2s.flac,spoof,LA_E_1871067
data\outputA\LA_E_1871139_2s.flac,spoof,LA_E_1871139
data\outputA\LA_E_1871291_2s.flac,spoof,LA_E_1871291
data\outputA\LA_E_1871352_2s.flac,bonafide,LA_E_1871352
data\outputA\LA_E_1871407_2s.flac,spoof,LA_E_1871407
data\outputA\LA_E_1871454_2s.flac,spoof,LA_E_1871454
data\outputA\LA_E_1871461_2s.flac,spoof,LA_E_1871461
data\outputA\LA_E_1871487_2s.flac,spoof,LA_E_1871487
data\outputA\LA_E_1871524_2s.flac,bonafide,LA_E_1871524
data\outputA\LA_E_1871626_2s.flac,spoof,LA_E_1871626
data\outputA\LA_E_1871665_2s.flac,spoof,LA_E_1871665
data\outputA\LA_E_1871780_2s.flac,spoof,LA_E_1871780
data\outputA\LA_E_1871858_2s.flac,bonafide,LA_E_1871858
data\outputA\LA_E_1871991_2s.flac,spoof,LA_E_1871991
data\outputA\LA_E_1872547_2s.flac,spoof,LA_E_1872547
data\outputA\LA_E_1872655_2s.flac,spoof,LA_E_1872655
data\outputA\LA_E_1872937_2s.flac,spoof,LA_E_1872937
data\outputA\LA_E_1873095_2s.flac,spoof,LA_E_1873095
data\outputA\LA_E_1873134_2s.flac,spoof,LA_E_1873134
data\outputA\LA_E_1873553_2s.flac,spoof,LA_E_1873553
data\outputA\LA_E_1873761_2s.flac,spoof,LA_E_1873761
data\outputA\LA_E_1873942_2s.flac,spoof,LA_E_1873942
data\outputA\LA_E_1874112_2s.flac,spoof,LA_E_1874112
data\outputA\LA_E_1874318_2s.flac,spoof,LA_E_1874318
data\outputA\LA_E_1874575_2s.flac,spoof,LA_E_1874575
data\outputA\LA_E_1874663_2s.flac,spoof,LA_E_1874663
data\outputA\LA_E_1875081_2s.flac,spoof,LA_E_1875081
data\outputA\LA_E_1875146_2s.flac,spoof,LA_E_1875146
data\outputA\LA_E_1875249_2s.flac,spoof,LA_E_1875249
data\outputA\LA_E_1875295_2s.flac,spoof,LA_E_1875295
data\outputA\LA_E_1875361_2s.flac,bonafide,LA_E_1875361
data\outputA\LA_E_1875702_2s.flac,spoof,LA_E_1875702
data\outputA\LA_E_1875804_2s.flac,spoof,LA_E_1875804
data\outputA\LA_E_1875841_2s.flac,bonafide,LA_E_1875841
data\outputA\LA_E_1875981_2s.flac,spoof,LA_E_1875981
data\outputA\LA_E_1876161_2s.flac,spoof,LA_E_1876161
data\outputA\LA_E_1876222_2s.flac,spoof,LA_E_1876222
data\outputA\LA_E_1876619_2s.flac,spoof,LA_E_1876619
data\outputA\LA_E_1876750_2s.flac,spoof,LA_E_1876750
data\outputA\LA_E_1876752_2s.flac,spoof,LA_E_1876752
data\outputA\LA_E_1877042_2s.flac,bonafide,LA_E_1877042
data\outputA\LA_E_1877208_2s.flac,spoof,LA_E_1877208
data\outputA\LA_E_1877253_2s.flac,spoof,LA_E_1877253
data\outputA\LA_E_1877534_2s.flac,spoof,LA_E_1877534
data\outputA\LA_E_1877549_2s.flac,bonafide,LA_E_1877549
data\outputA\LA_E_1877599_2s.flac,spoof,LA_E_1877599
data\outputA\LA_E_1877784_2s.flac,bonafide,LA_E_1877784
data\outputA\LA_E_1877867_2s.flac,bonafide,LA_E_1877867
data\outputA\LA_E_1878042_2s.flac,spoof,LA_E_1878042
data\outputA\LA_E_1878205_2s.flac,spoof,LA_E_1878205
data\outputA\LA_E_1878211_2s.flac,spoof,LA_E_1878211
data\outputA\LA_E_1878665_2s.flac,spoof,LA_E_1878665
data\outputA\LA_E_1878694_2s.flac,spoof,LA_E_1878694
data\outputA\LA_E_1878714_2s.flac,spoof,LA_E_1878714
data\outputA\LA_E_1878725_2s.flac,spoof,LA_E_1878725
data\outputA\LA_E_1878769_2s.flac,spoof,LA_E_1878769
data\outputA\LA_E_1878884_2s.flac,spoof,LA_E_1878884
data\outputA\LA_E_1878896_2s.flac,spoof,LA_E_1878896
data\outputA\LA_E_1878952_2s.flac,spoof,LA_E_1878952
data\outputA\LA_E_1879020_2s.flac,spoof,LA_E_1879020
data\outputA\LA_E_1879113_2s.flac,spoof,LA_E_1879113
data\outputA\LA_E_1879225_2s.flac,spoof,LA_E_1879225
data\outputA\LA_E_1879330_2s.flac,spoof,LA_E_1879330
data\outputA\LA_E_1879373_2s.flac,spoof,LA_E_1879373
data\outputA\LA_E_1879779_2s.flac,spoof,LA_E_1879779
data\outputA\LA_E_1879906_2s.flac,bonafide,LA_E_1879906
data\outputA\LA_E_1879995_2s.flac,spoof,LA_E_1879995
data\outputA\LA_E_1880124_2s.flac,spoof,LA_E_1880124
data\outputA\LA_E_1880157_2s.flac,spoof,LA_E_1880157
data\outputA\LA_E_1880199_2s.flac,spoof,LA_E_1880199
data\outputA\LA_E_1880313_2s.flac,spoof,LA_E_1880313
data\outputA\LA_E_1880501_2s.flac,spoof,LA_E_1880501
data\outputA\LA_E_1880690_2s.flac,spoof,LA_E_1880690
data\outputA\LA_E_1880891_2s.flac,spoof,LA_E_1880891
data\outputA\LA_E_1880908_2s.flac,spoof,LA_E_1880908
data\outputA\LA_E_1880933_2s.flac,spoof,LA_E_1880933
data\outputA\LA_E_1881173_2s.flac,spoof,LA_E_1881173
data\outputA\LA_E_1881202_2s.flac,spoof,LA_E_1881202
data\outputA\LA_E_1881332_2s.flac,spoof,LA_E_1881332
data\outputA\LA_E_1881612_2s.flac,bonafide,LA_E_1881612
data\outputA\LA_E_1881665_2s.flac,spoof,LA_E_1881665
data\outputA\LA_E_1881717_2s.flac,spoof,LA_E_1881717
data\outputA\LA_E_1881728_2s.flac,spoof,LA_E_1881728
data\outputA\LA_E_1881905_2s.flac,spoof,LA_E_1881905
data\outputA\LA_E_1882189_2s.flac,spoof,LA_E_1882189
data\outputA\LA_E_1882277_2s.flac,spoof,LA_E_1882277
data\outputA\LA_E_1882934_2s.flac,spoof,LA_E_1882934
data\outputA\LA_E_1883007_2s.flac,spoof,LA_E_1883007
data\outputA\LA_E_1883203_2s.flac,spoof,LA_E_1883203
data\outputA\LA_E_1883406_2s.flac,spoof,LA_E_1883406
data\outputA\LA_E_1883412_2s.flac,spoof,LA_E_1883412
data\outputA\LA_E_1883440_2s.flac,spoof,LA_E_1883440
data\outputA\LA_E_1883467_2s.flac,spoof,LA_E_1883467
data\outputA\LA_E_1883777_2s.flac,spoof,LA_E_1883777
data\outputA\LA_E_1883915_2s.flac,spoof,LA_E_1883915
data\outputA\LA_E_1884016_2s.flac,spoof,LA_E_1884016
data\outputA\LA_E_1884188_2s.flac,bonafide,LA_E_1884188
data\outputA\LA_E_1884309_2s.flac,spoof,LA_E_1884309
data\outputA\LA_E_1884391_2s.flac,spoof,LA_E_1884391
data\outputA\LA_E_1884459_2s.flac,spoof,LA_E_1884459
data\outputA\LA_E_1884536_2s.flac,spoof,LA_E_1884536
data\outputA\LA_E_1884605_2s.flac,spoof,LA_E_1884605
data\outputA\LA_E_1884808_2s.flac,bonafide,LA_E_1884808
data\outputA\LA_E_1884834_2s.flac,spoof,LA_E_1884834
data\outputA\LA_E_1885112_2s.flac,spoof,LA_E_1885112
data\outputA\LA_E_1885355_2s.flac,spoof,LA_E_1885355
data\outputA\LA_E_1885534_2s.flac,spoof,LA_E_1885534
data\outputA\LA_E_1885576_2s.flac,spoof,LA_E_1885576
data\outputA\LA_E_1885649_2s.flac,spoof,LA_E_1885649
data\outputA\LA_E_1885785_2s.flac,bonafide,LA_E_1885785
data\outputA\LA_E_1885818_2s.flac,spoof,LA_E_1885818
data\outputA\LA_E_1886089_2s.flac,spoof,LA_E_1886089
data\outputA\LA_E_1886159_2s.flac,spoof,LA_E_1886159
data\outputA\LA_E_1886180_2s.flac,bonafide,LA_E_1886180
data\outputA\LA_E_1886401_2s.flac,bonafide,LA_E_1886401
data\outputA\LA_E_1886886_2s.flac,spoof,LA_E_1886886
data\outputA\LA_E_1886915_2s.flac,spoof,LA_E_1886915
data\outputA\LA_E_1886986_2s.flac,spoof,LA_E_1886986
data\outputA\LA_E_1887193_2s.flac,spoof,LA_E_1887193
data\outputA\LA_E_1887297_2s.flac,spoof,LA_E_1887297
data\outputA\LA_E_1887341_2s.flac,spoof,LA_E_1887341
data\outputA\LA_E_1887346_2s.flac,spoof,LA_E_1887346
data\outputA\LA_E_1887368_2s.flac,spoof,LA_E_1887368
data\outputA\LA_E_1887713_2s.flac,spoof,LA_E_1887713
data\outputA\LA_E_1887757_2s.flac,spoof,LA_E_1887757
data\outputA\LA_E_1887800_2s.flac,spoof,LA_E_1887800
data\outputA\LA_E_1887846_2s.flac,spoof,LA_E_1887846
data\outputA\LA_E_1887915_2s.flac,spoof,LA_E_1887915
data\outputA\LA_E_1888010_2s.flac,spoof,LA_E_1888010
data\outputA\LA_E_1888076_2s.flac,spoof,LA_E_1888076
data\outputA\LA_E_1888148_2s.flac,spoof,LA_E_1888148
data\outputA\LA_E_1888158_2s.flac,spoof,LA_E_1888158
data\outputA\LA_E_1888159_2s.flac,spoof,LA_E_1888159
data\outputA\LA_E_1888171_2s.flac,spoof,LA_E_1888171
data\outputA\LA_E_1888249_2s.flac,spoof,LA_E_1888249
data\outputA\LA_E_1888290_2s.flac,spoof,LA_E_1888290
data\outputA\LA_E_1888424_2s.flac,spoof,LA_E_1888424
data\outputA\LA_E_1888686_2s.flac,spoof,LA_E_1888686
data\outputA\LA_E_1889193_2s.flac,spoof,LA_E_1889193
data\outputA\LA_E_1889329_2s.flac,spoof,LA_E_1889329
data\outputA\LA_E_1889578_2s.flac,spoof,LA_E_1889578
data\outputA\LA_E_1889588_2s.flac,spoof,LA_E_1889588
data\outputA\LA_E_1890148_2s.flac,spoof,LA_E_1890148
data\outputA\LA_E_1890200_2s.flac,spoof,LA_E_1890200
data\outputA\LA_E_1890207_2s.flac,spoof,LA_E_1890207
data\outputA\LA_E_1890237_2s.flac,spoof,LA_E_1890237
data\outputA\LA_E_1890513_2s.flac,spoof,LA_E_1890513
data\outputA\LA_E_1890601_2s.flac,spoof,LA_E_1890601
data\outputA\LA_E_1890641_2s.flac,spoof,LA_E_1890641
data\outputA\LA_E_1890902_2s.flac,bonafide,LA_E_1890902
data\outputA\LA_E_1891113_2s.flac,bonafide,LA_E_1891113
data\outputA\LA_E_1891558_2s.flac,spoof,LA_E_1891558
data\outputA\LA_E_1891677_2s.flac,spoof,LA_E_1891677
data\outputA\LA_E_1891882_2s.flac,spoof,LA_E_1891882
data\outputA\LA_E_1892001_2s.flac,spoof,LA_E_1892001
data\outputA\LA_E_1892127_2s.flac,spoof,LA_E_1892127
data\outputA\LA_E_1892162_2s.flac,bonafide,LA_E_1892162
data\outputA\LA_E_1892233_2s.flac,spoof,LA_E_1892233
data\outputA\LA_E_1892608_2s.flac,spoof,LA_E_1892608
data\outputA\LA_E_1892777_2s.flac,spoof,LA_E_1892777
data\outputA\LA_E_1892781_2s.flac,spoof,LA_E_1892781
data\outputA\LA_E_1892910_2s.flac,spoof,LA_E_1892910
data\outputA\LA_E_1892931_2s.flac,spoof,LA_E_1892931
data\outputA\LA_E_1892988_2s.flac,spoof,LA_E_1892988
data\outputA\LA_E_1893101_2s.flac,bonafide,LA_E_1893101
data\outputA\LA_E_1893429_2s.flac,spoof,LA_E_1893429
data\outputA\LA_E_1893568_2s.flac,spoof,LA_E_1893568
data\outputA\LA_E_1893668_2s.flac,spoof,LA_E_1893668
data\outputA\LA_E_1893760_2s.flac,spoof,LA_E_1893760
data\outputA\LA_E_1893779_2s.flac,spoof,LA_E_1893779
data\outputA\LA_E_1893901_2s.flac,spoof,LA_E_1893901
data\outputA\LA_E_1893907_2s.flac,bonafide,LA_E_1893907
data\outputA\LA_E_1893997_2s.flac,spoof,LA_E_1893997
data\outputA\LA_E_1894139_2s.flac,spoof,LA_E_1894139
data\outputA\LA_E_1894154_2s.flac,spoof,LA_E_1894154
data\outputA\LA_E_1894231_2s.flac,spoof,LA_E_1894231
data\outputA\LA_E_1894499_2s.flac,spoof,LA_E_1894499
data\outputA\LA_E_1894607_2s.flac,bonafide,LA_E_1894607
data\outputA\LA_E_1894673_2s.flac,spoof,LA_E_1894673
data\outputA\LA_E_1894695_2s.flac,spoof,LA_E_1894695
data\outputA\LA_E_1895298_2s.flac,spoof,LA_E_1895298
data\outputA\LA_E_1895343_2s.flac,bonafide,LA_E_1895343
data\outputA\LA_E_1895482_2s.flac,spoof,LA_E_1895482
data\outputA\LA_E_1895532_2s.flac,spoof,LA_E_1895532
data\outputA\LA_E_1895586_2s.flac,spoof,LA_E_1895586
data\outputA\LA_E_1895871_2s.flac,bonafide,LA_E_1895871
data\outputA\LA_E_1895999_2s.flac,spoof,LA_E_1895999
data\outputA\LA_E_1896218_2s.flac,bonafide,LA_E_1896218
data\outputA\LA_E_1896421_2s.flac,bonafide,LA_E_1896421
data\outputA\LA_E_1896696_2s.flac,bonafide,LA_E_1896696
data\outputA\LA_E_1896796_2s.flac,bonafide,LA_E_1896796
data\outputA\LA_E_1896874_2s.flac,spoof,LA_E_1896874
data\outputA\LA_E_1896945_2s.flac,spoof,LA_E_1896945
